> [28.08.2025 20:42:52] | [Log]    Created new window
> [28.08.2025 20:42:52] | [Info]    Created shader handle 3
> [28.08.2025 20:42:52] | [Info]    Created shader handle 4
> [28.08.2025 20:42:52] | [Info]    Created Texture2D handle 1
> [28.08.2025 20:42:52] | [Info]    Created Texture2D handle 2
> [28.08.2025 20:42:52] | [Info]    Created a mesh SteelMotion_Data\assets\model3.semp from offset 0
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:54] | [Info]    resized
> [28.08.2025 20:42:55] | [Info]    resized
> [28.08.2025 20:42:55] | [Info]    resized
> [28.08.2025 20:42:55] | [Info]    resized
> [28.08.2025 20:42:55] | [Info]    resized
> [28.08.2025 20:42:55] | [Info]    resized
> [28.08.2025 20:42:55] | [Info]    resized
> [28.08.2025 20:42:55] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    resized
> [28.08.2025 20:42:56] | [Info]    Disposing shader handle 3
> [28.08.2025 20:42:56] | [Info]    Disposing shader handle 4
> [28.08.2025 20:42:56] | [Info]    Disposing Texture2D handle 1
> [28.08.2025 20:42:56] | [Info]    Disposing Texture2D handle 2
> [28.08.2025 20:42:56] | [Info]    Disposing mesh SteelMotion_Data\assets\model3.semp from offset 0
> [28.08.2025 20:42:56] | [Info]    Closing the window
